,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_kulturminner,har_oppvarmingskarakter,har_energikarakter,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario,energireduksjon,effectreduksjon
352,353,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.23601893503906,,14.361681,67.271737,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
353,354,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.24779727119817,,14.361577,67.271793,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
354,355,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.26584235883396,,14.361543,67.271854,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
355,356,1,P1,,,,,,,,,Leilighet,Passivhus,3511,270.337733772117,,14.362249,67.272284,False,False,False,False,True,False,0,0,False,0,0,455700.0,29.0,34.0,315129.7173078596,0,0,140565.67395126369,0,0,0,16.848007485,0,0,12.5679169663,0,0,0,20.6308424468,0,0,13.152059591299999,0,0,0,Alle bygg er passivhus,0,0
356,357,1,P1,,,,,,,,,Leilighet,Passivhus,1225,306.5189152102258,,14.362768,67.271554,False,False,False,False,True,False,0,0,False,0,0,159000.0,10.0,12.0,109949.84440391,0,0,49043.8480747075,0,0,0,5.878327875,0,0,4.3849895425,0,0,0,7.19817203,0,0,4.5887989175,0,0,0,Alle bygg er passivhus,0,0
357,358,1,P1,,,,,,,,,Leilighet,Passivhus,546,182.4430954096809,,14.362416,67.271506,False,False,False,False,True,False,0,0,False,0,0,70900.0,5.0,5.0,49006.2163628856,0,0,21859.5437132982,0,0,0,2.6200547100000002,0,0,1.9544524818,0,0,0,3.2083281048,0,0,2.0452932318,0,0,0,Alle bygg er passivhus,0,0
358,359,1,P1,,,,,,,,,Leilighet,Passivhus,1662,554.5139783248687,,14.361586,67.272197,False,False,False,False,True,False,0,0,False,0,0,215700.0,14.0,16.0,149172.7684892232,0,0,66539.4902042154,0,0,0,7.975331370000001,0,0,5.9492674446,0,0,0,9.7660097256,0,0,6.2257826945999994,0,0,0,Alle bygg er passivhus,0,0
359,360,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.20961692446335,,14.361854,67.271431,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
360,361,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.23511393692695,,14.361819,67.271492,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
361,362,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.2472791954167,,14.361716,67.271548,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
362,363,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.26599315024055,,14.361681,67.271609,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
363,364,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.22364209711127,,14.365026,67.272713,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
364,365,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.19011175108098,,14.364876,67.272765,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
365,366,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.19043684403108,,14.36325,67.272225,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
366,367,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.21216504959432,,14.363216,67.272287,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
367,368,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.2652046206697,,14.365059,67.272652,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
368,369,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.26505998733754,,14.365093,67.27259,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
369,370,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.21077011419864,,14.364842,67.272827,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
370,371,1,P1,,,,,,,,,Leilighet,Passivhus,743,248.1551073827283,,14.364841,67.273033,False,False,False,False,True,False,0,0,False,0,0,96400.0,6.0,7.0,66687.9464425348,0,0,29746.5951995981,0,0,0,3.565385805,0,0,2.6596303919,0,0,0,4.3659116884,0,0,2.7832470169,0,0,0,Alle bygg er passivhus,0,0
371,372,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.19078158994293,,14.363182,67.272348,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
372,373,1,P1,,,,,,,,,Leilighet,Passivhus,792,264.4057370509865,,14.351207,67.267512,False,False,False,False,True,False,0,0,False,0,0,102800.0,7.0,8.0,71085.9402186912,0,0,31708.349122586405,0,0,0,3.8005189200000005,0,0,2.8350299736,0,0,0,4.6538385696,0,0,2.9667989736,0,0,0,Alle bygg er passivhus,0,0
373,374,1,P1,,,,,,,,,Leilighet,Passivhus,2168,723.2975188433948,,14.352348,67.267625,False,False,False,False,True,False,0,0,False,0,0,281400.0,18.0,21.0,194588.7858511648,0,0,86797.6021436456,0,0,0,10.403440680000001,0,0,7.7605365944,0,0,0,12.7392954784,0,0,8.1212375944,0,0,0,Alle bygg er passivhus,0,0
374,375,1,P1,,,,,,,,,Leilighet,Passivhus,612,306.4812730549273,,14.350742,67.267496,False,False,False,False,True,False,0,0,False,0,0,79400.0,5.0,6.0,54930.044714443204,0,0,24501.9061401804,0,0,0,2.93676462,0,0,2.1907049796,0,0,0,3.5961479856,0,0,2.2925264796,0,0,0,Alle bygg er passivhus,0,0
375,376,1,P1,,,,,,,,,Leilighet,Passivhus,1440,288.3699092423838,,14.350453,67.267883,False,False,False,False,True,False,0,0,False,0,0,186900.0,12.0,14.0,129247.16403398401,0,0,57651.54385924799,0,0,0,6.910034400000001,0,0,5.154599952,0,0,0,8.461524672,0,0,5.394179952,0,0,0,Alle bygg er passivhus,0,0
376,377,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.21272593424305,,14.350642,67.26795,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
377,378,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.204639909886,,14.3508,67.267963,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
378,379,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.21220707012438,,14.350959,67.267976,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
379,380,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.20436339192506,,14.351118,67.267989,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
380,381,1,P1,,,,,,,,,Leilighet,Passivhus,1915,273.7999515019976,,14.362676,67.272892,False,False,False,False,True,False,0,0,False,0,0,248500.0,16.0,18.0,171880.77717019402,0,0,76668.5461739305,0,0,0,9.189386025,0,0,6.8549020195,0,0,0,11.252652602000001,0,0,7.1735101445,0,0,0,Alle bygg er passivhus,0,0
381,382,1,P1,,,,,,,,,Leilighet,Passivhus,833,278.0038031311934,,14.362855,67.272738,False,False,False,False,True,False,0,0,False,0,0,108100.0,7.0,8.0,74765.89419465882,0,0,33349.816690801104,0,0,0,3.997262955,0,0,2.9817928889,0,0,0,4.8947569804,0,0,3.1203832639,0,0,0,Alle bygg er passivhus,0,0
382,383,1,P1,,,,,,,,,Leilighet,Passivhus,681,227.1915559264314,,14.364332,67.27242,False,False,False,False,True,False,0,0,False,0,0,88400.0,6.0,7.0,61123.1379910716,0,0,27264.3759501027,0,0,0,3.2678704350000003,0,0,2.4376962273,0,0,0,4.0015960428,0,0,2.5509976023,0,0,0,Alle bygg er passivhus,0,0
383,384,1,P1,,,,,,,,,Leilighet,Passivhus,1444,481.8992731165003,,14.363874,67.272446,False,False,False,False,True,False,0,0,False,0,0,187400.0,12.0,14.0,129606.18393407842,0,0,57811.6870366348,0,0,0,6.929228940000001,0,0,5.1689182852,0,0,0,8.4850289072,0,0,5.4091637852,0,0,0,Alle bygg er passivhus,0,0
384,385,1,P1,,,,,,,,,Leilighet,Passivhus,273,91.22259133715242,,14.352297,67.268576,False,False,False,False,True,False,0,0,False,0,0,35400.0,2.0,3.0,24503.1081814428,0,0,10929.7718566491,0,0,0,1.3100273550000001,0,0,0.9772262409,0,0,0,1.6041640524,0,0,1.0226466159,0,0,0,Alle bygg er passivhus,0,0
385,386,1,P1,,,,,,,,,Leilighet,Passivhus,301,150.6493696435543,,14.351745,67.268471,False,False,False,False,True,False,0,0,False,0,0,39100.0,3.0,3.0,27016.2474821036,0,0,12050.774098356702,0,0,0,1.4443891350000002,0,0,1.0774545733,0,0,0,1.7686936988000002,0,0,1.1275334483,0,0,0,Alle bygg er passivhus,0,0
386,387,1,P1,,,,,,,,,Leilighet,Passivhus,273,91.26419799686332,,14.352333,67.268515,False,False,False,False,True,False,0,0,False,0,0,35400.0,2.0,3.0,24503.1081814428,0,0,10929.7718566491,0,0,0,1.3100273550000001,0,0,0.9772262409,0,0,0,1.6041640524,0,0,1.0226466159,0,0,0,Alle bygg er passivhus,0,0
387,388,1,P1,,,,,,,,,Leilighet,Passivhus,819,91.18953627525471,,14.362968,67.272395,False,False,False,False,True,False,0,0,False,0,0,106300.0,7.0,8.0,73509.3245443284,0,0,32789.3155699473,0,0,0,3.930082065,0,0,2.9316787227,0,0,0,4.8124921572,0,0,3.0679398477,0,0,0,Alle bygg er passivhus,0,0
388,389,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.21288999120988,,14.362935,67.272456,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
389,390,1,P1,,,,,,,,,Leilighet,Passivhus,819,91.19005669967675,,14.362901,67.272518,False,False,False,False,True,False,0,0,False,0,0,106300.0,7.0,8.0,73509.3245443284,0,0,32789.3155699473,0,0,0,3.930082065,0,0,2.9316787227,0,0,0,4.8124921572,0,0,3.0679398477,0,0,0,Alle bygg er passivhus,0,0
390,391,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.26505994091556,,14.365127,67.272529,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
391,392,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.26485986476575,,14.365161,67.272468,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
392,393,1,P1,,,,,,,,,Leilighet,Passivhus,273,91.22259801736469,,14.352048,67.268748,False,False,False,False,True,False,0,0,False,0,0,35400.0,2.0,3.0,24503.1081814428,0,0,10929.7718566491,0,0,0,1.3100273550000001,0,0,0.9772262409,0,0,0,1.6041640524,0,0,1.0226466159,0,0,0,Alle bygg er passivhus,0,0
393,394,1,P1,,,,,,,,,Leilighet,Passivhus,273,91.2647421239416,,14.352082,67.268687,False,False,False,False,True,False,0,0,False,0,0,35400.0,2.0,3.0,24503.1081814428,0,0,10929.7718566491,0,0,0,1.3100273550000001,0,0,0.9772262409,0,0,0,1.6041640524,0,0,1.0226466159,0,0,0,Alle bygg er passivhus,0,0
394,413,1,P1,,,,,,,,,Leilighet,Passivhus,273,91.26474874351257,,14.352116,67.268625,False,False,False,False,True,False,0,0,False,0,0,35400.0,2.0,3.0,24503.1081814428,0,0,10929.7718566491,0,0,0,1.3100273550000001,0,0,0.9772262409,0,0,0,1.6041640524,0,0,1.0226466159,0,0,0,Alle bygg er passivhus,0,0
395,414,1,P1,,,,,,,,,Leilighet,Passivhus,182,91.22259801113019,,14.352089,67.268945,False,False,False,False,True,False,0,0,False,0,0,23600.0,2.0,2.0,16335.405454295198,0,0,7286.514571099399,0,0,0,0.87335157,0,0,0.6514841606,0,0,0,1.0694427016,0,0,0.6817644105999999,0,0,0,Alle bygg er passivhus,0,0
396,415,1,P1,,,,,,,,,Andre,Passivhus,989,329.9777514409173,,14.351498,67.273956,False,False,False,False,True,False,0,0,False,0,0,171200.0,30.0,24.0,50355.0118409484,0,0,120857.3707251517,0,0,0,4.5254842987,0,0,25.0198290098,0,0,0,4.723554988,0,0,19.0775335745,0,0,0,Alle bygg er passivhus,0,0
397,416,1,P1,,,,,,,,,Butikk,Passivhus,1801,600.7680818326198,,14.351422,67.271537,False,False,False,False,True,False,0,0,False,0,0,321100.0,64.0,44.0,72183.3349643011,0,0,248886.65421781808,0,0,0,7.1838408667,0,0,56.9417445977,0,0,0,6.4055722153,0,0,37.875604519,0,0,0,Alle bygg er passivhus,0,0
398,417,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.19043578141613,,14.370902,67.272969,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
399,418,1,P1,,,,,,,,,Leilighet,Passivhus,974,325.1726094679979,,14.387813,67.271923,False,False,False,False,True,False,0,0,False,0,0,126400.0,8.0,9.0,87421.34567298638,0,0,38994.86369368581,0,0,0,4.6738704900000005,0,0,3.4865141342,0,0,0,5.7232812712,0,0,3.6485633842,0,0,0,Alle bygg er passivhus,0,0
400,419,1,P1,,,,,,,,,Leilighet,Passivhus,819,91.19011800321951,,14.370922,67.273081,False,False,False,False,True,False,0,0,False,0,0,106300.0,7.0,8.0,73509.3245443284,0,0,32789.3155699473,0,0,0,3.930082065,0,0,2.9316787227,0,0,0,4.8124921572,0,0,3.0679398477,0,0,0,Alle bygg er passivhus,0,0
401,420,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.21330622849709,,14.388057,67.271723,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
402,421,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.21208179568661,,14.370933,67.273143,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
403,422,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.20602703205739,,14.389714,67.270933,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
404,423,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.18978957089733,,14.370359,67.27292,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
405,424,1,P1,,,,,,,,,Leilighet,Passivhus,5019,264.4074491518703,,14.366137,67.272648,False,False,False,False,True,False,0,0,False,0,0,651400.0,42.0,48.0,450480.21964344836,0,0,200939.6518260873,0,0,0,24.084349065,0,0,17.9659285827,0,0,0,29.4919391172,0,0,18.8009647077,0,0,0,Alle bygg er passivhus,0,0
406,425,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.21381941620518,,14.389873,67.270946,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
407,426,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.19013854794996,,14.370369,67.272982,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
408,427,1,P1,,,,,,,,,Leilighet,Passivhus,432,144.1884416574568,,14.393411,67.271338,False,False,False,False,True,False,0,0,False,0,0,56100.0,4.0,4.0,38774.1492101952,0,0,17295.4631577744,0,0,0,2.0730103200000003,0,0,1.5463799856,0,0,0,2.5384574016,0,0,1.6182539856,0,0,0,Alle bygg er passivhus,0,0
409,428,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.19043247072817,,14.370389,67.273095,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
410,429,1,P1,,,,,,,,,Leilighet,Passivhus,576,144.1880850544198,,14.393683,67.271361,False,False,False,False,True,False,0,0,False,0,0,74800.0,5.0,6.0,51698.865613593596,0,0,23060.617543699198,0,0,0,2.76401376,0,0,2.0618399808,0,0,0,3.3846098688,0,0,2.1576719808,0,0,0,Alle bygg er passivhus,0,0
411,430,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.21217482353946,,14.3704,67.273158,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
412,431,1,P1,,,,,,,,,Leilighet,Passivhus,7942,317.9415964773489,,14.366586,67.272648,False,False,False,False,True,False,0,0,False,0,0,1030800.0,67.0,76.0,712834.0116374312,0,0,317964.27870149136,0,0,0,38.11075917,0,0,28.4290505686,0,0,0,46.6676589896,0,0,29.7504008186,0,0,0,Alle bygg er passivhus,0,0
413,432,1,P1,,,,,,,,,Leilighet,Passivhus,1080,216.2819238564796,,14.393931,67.271364,False,False,False,False,True,False,0,0,False,0,0,140200.0,9.0,10.0,96935.37302548799,0,0,43238.657894436,0,0,0,5.1825258,0,0,3.865949964,0,0,0,6.3461435040000005,0,0,4.045634964,0,0,0,Alle bygg er passivhus,0,0
414,433,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.21208181971456,,14.371095,67.273202,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
415,434,1,P1,,,,,,,,,Leilighet,Passivhus,1560,312.4060463202453,,14.392961,67.271337,False,False,False,False,True,False,0,0,False,0,0,202500.0,13.0,15.0,140017.761036816,0,0,62455.839180851995,0,0,0,7.4858706,0,0,5.584149948,0,0,0,9.166651728,0,0,5.843694948,0,0,0,Alle bygg er passivhus,0,0
416,435,1,P1,,,,,,,,,Leilighet,Passivhus,769,384.9833198533646,,14.367099,67.272947,False,False,False,False,True,False,0,0,False,0,0,99800.0,6.0,7.0,69021.5757931484,0,0,30787.525852612303,0,0,0,3.6901503150000003,0,0,2.7526995577,0,0,0,4.5186892172,0,0,2.8806419326999997,0,0,0,Alle bygg er passivhus,0,0
417,436,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.21172059182929,,14.371106,67.273265,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
418,437,1,P1,,,,,,,,,Leilighet,Passivhus,1296,432.5631852644349,,14.394002,67.271094,False,False,False,False,True,False,0,0,False,0,0,168200.0,11.0,12.0,116322.4476305856,0,0,51886.389473323194,0,0,0,6.21903096,0,0,4.6391399568,0,0,0,7.6153722048,0,0,4.8547619568,0,0,0,Alle bygg er passivhus,0,0
419,438,1,P1,,,,,,,,,Leilighet,Passivhus,1225,306.4817525965044,,14.365671,67.272633,False,False,False,False,True,False,0,0,False,0,0,159000.0,10.0,12.0,109949.84440391,0,0,49043.8480747075,0,0,0,5.878327875,0,0,4.3849895425,0,0,0,7.19817203,0,0,4.5887989175,0,0,0,Alle bygg er passivhus,0,0
420,439,1,P1,,,,,,,,,Leilighet,Passivhus,819,91.19078185231243,,14.371856,67.272649,False,False,False,False,True,False,0,0,False,0,0,106300.0,7.0,8.0,73509.3245443284,0,0,32789.3155699473,0,0,0,3.930082065,0,0,2.9316787227,0,0,0,4.8124921572,0,0,3.0679398477,0,0,0,Alle bygg er passivhus,0,0
421,440,1,P1,,,,,,,,,Leilighet,Passivhus,1385,346.5235062689986,,14.392513,67.271055,False,False,False,False,True,False,0,0,False,0,0,179800.0,12.0,13.0,124310.640407686,0,0,55449.575170179494,0,0,0,6.646109475,0,0,4.9577228705,0,0,0,8.138341438000001,0,0,5.1881522454999995,0,0,0,Alle bygg er passivhus,0,0
422,441,1,P1,,,,,,,,,Butikk,Passivhus,1801,600.7934928173132,,14.352416,67.26999,False,False,False,False,True,False,0,0,False,0,0,321100.0,64.0,44.0,72183.3349643011,0,0,248886.65421781808,0,0,0,7.1838408667,0,0,56.9417445977,0,0,0,6.4055722153,0,0,37.875604519,0,0,0,Alle bygg er passivhus,0,0
423,442,1,P1,,,,,,,,,Leilighet,Passivhus,5474,288.3712862452306,,14.365271,67.271797,False,False,False,False,True,False,0,0,False,0,0,710500.0,46.0,53.0,491318.7332791865,0,0,219155.93825383577,0,0,0,26.26772799,0,0,19.5946389842,0,0,0,32.1655458712,0,0,20.505375734199998,0,0,0,Alle bygg er passivhus,0,0
424,443,1,P1,,,,,,,,,Leilighet,Passivhus,819,91.19013891642918,,14.371867,67.272712,False,False,False,False,True,False,0,0,False,0,0,106300.0,7.0,8.0,73509.3245443284,0,0,32789.3155699473,0,0,0,3.930082065,0,0,2.9316787227,0,0,0,4.8124921572,0,0,3.0679398477,0,0,0,Alle bygg er passivhus,0,0
425,444,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.2147273309486,,14.391792,67.270868,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0,18216.286427748502,0,0,0,2.183378925,0,0,1.6287104015,0,0,0,2.673606754,0,0,1.7044110264999999,0,0,0,Alle bygg er passivhus,0,0
426,445,1,P1,,,,,,,,,Leilighet,Passivhus,3746,288.3689878674334,,14.365065,67.272,False,False,False,False,True,False,0,0,False,0,0,486200.0,31.0,36.0,336222.1364384056,0,0,149974.08562273817,0,0,0,17.975686709999998,0,0,13.4091190418,0,0,0,22.0117162648,0,0,14.0323597918,0,0,0,Alle bygg er passivhus,0,0
427,446,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.21323197839406,,14.360197,67.269912,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0,32829.351364294,0,0,0,3.9348807,0,0,2.935258306,0,0,0,4.8183682160000005,0,0,3.071685806,0,0,0,Alle bygg er passivhus,0,0
