,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_kulturminner,har_oppvarmingskarakter,har_energikarakter,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario,energireduksjon,effectreduksjon
150,151,1,P1,,,,,,,,,Kontor,TEK10/TEK17,1528,305.8519949941564,,14.380176,67.270921,False,True,False,False,False,False,0,0,False,0,0,310400.0,36.0,23.0,83433.6571633104,0,0.0,266772.5418960288,0,0,39768.48966599757,5.447039612,0,0.0,56.6786404808,0,0,25.9840385497223,5.480636512,0,0.0,44.056975272,0,0,26.121288409067947,Kombinasjoner av tiltak,0,0
151,152,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,889,222.6037838821465,,14.379894,67.271354,False,False,False,False,False,False,0,0,False,0,0,127900.0,7.0,9.0,92294.37423894941,0,0.0,35591.8211742163,0,0,0.0,4.2369731999,0,0.0,3.1822495537,0,0,0.0,5.229927437000001,0,0.0,3.3301569286999997,0,0,0.0,Kombinasjoner av tiltak,0,0
152,153,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,2000,500.5603483275871,,14.382614,67.271635,False,False,False,False,False,False,0,0,False,0,0,287700.0,17.0,19.0,207636.3874892,0,0.0,80071.5886934,0,0,0.0,9.5319982,0,0.0,7.1591666,0,0,0.0,11.765866,0,0.0,7.4919166,0,0,0.0,Kombinasjoner av tiltak,0,0
153,154,1,P1,,,,,,,,,Andre,TEK10/TEK17,916,305.8457682814844,,14.34048,67.267126,False,False,False,False,False,False,0,0,False,0,0,189800.0,30.0,25.0,63884.6528854096,0,0.0,125903.3554921512,0,0,0.0,4.7496245136,0,0.0,25.6829437512,0,0,0.0,5.0756726984,0,0.0,19.6095116408,0,0,0.0,Kombinasjoner av tiltak,0,0
154,155,1,P1,,,,,,,,,Andre,TEK10/TEK17,916,305.8466612692417,,14.3415,67.267192,False,False,False,False,False,False,0,0,False,0,0,189800.0,30.0,25.0,63884.6528854096,0,0.0,125903.3554921512,0,0,0.0,4.7496245136,0,0.0,25.6829437512,0,0,0.0,5.0756726984,0,0.0,19.6095116408,0,0,0.0,Kombinasjoner av tiltak,0,0
155,156,1,P1,,,,,,,,,Andre,TEK10/TEK17,3450,863.2235216982046,,14.340747,67.268678,False,False,False,False,False,False,0,0,False,0,0,714800.0,115.0,93.0,240613.59438282,0,0.0,474199.31926629,0,0,0.0,17.88886962,0,0.0,96.73161129,0,0,0.0,19.11688953,0,0.0,73.85678511,0,0,0.0,Kombinasjoner av tiltak,0,0
156,157,1,P1,,,,,,,,,Andre,TEK10/TEK17,6324,555.2856908145369,,14.33922,67.268453,False,False,False,False,False,False,0,0,False,0,0,1310300.0,210.0,170.0,441055.1799643344,0,0.0,869227.9695768168,0,0,0.0,32.7910757904,0,0.0,177.31324921680002,0,0,0.0,35.042089677599996,0,0.0,135.3826982712,0,0,0.0,Kombinasjoner av tiltak,0,0
157,158,1,P1,,,,,,,,,Andre,TEK10/TEK17,6324,2664.551651448988,,14.33922,67.268453,False,False,False,False,False,False,0,0,False,0,0,1310300.0,210.0,170.0,441055.1799643344,0,0.0,869227.9695768168,0,0,0.0,32.7910757904,0,0.0,177.31324921680002,0,0,0.0,35.042089677599996,0,0.0,135.3826982712,0,0,0.0,Kombinasjoner av tiltak,0,0
158,159,1,P1,,,,,,,,,Andre,TEK10/TEK17,5832,2449.956338283243,,14.339295,67.267597,False,False,False,False,False,False,0,0,False,0,0,1208300.0,194.0,157.0,406741.5891132192,0,0.0,801603.0231771024,0,0,0.0,30.2399674272,0,0.0,163.5184803024,0,0,0.0,32.3158549968,0,0.0,124.8500784816,0,0,0.0,Kombinasjoner av tiltak,0,0
159,160,1,P1,,,,,,,,,Andre,TEK10/TEK17,5832,504.5490573073683,,14.339295,67.267597,False,False,False,False,False,False,0,0,False,0,0,1208300.0,194.0,157.0,406741.5891132192,0,0.0,801603.0231771024,0,0,0.0,30.2399674272,0,0.0,163.5184803024,0,0,0.0,32.3158549968,0,0.0,124.8500784816,0,0,0.0,Kombinasjoner av tiltak,0,0
160,161,1,P1,,,,,,,,,Andre,TEK10/TEK17,2996,223.9232572281797,,14.340715,67.26828,False,False,False,False,False,False,0,0,False,0,0,620700.0,100.0,81.0,208950.24022345763,0,0.0,411797.4378324072,0,0,0.0,15.534798081600002,0,0.0,84.0022920072,0,0,0.0,16.6012176904,0,0.0,64.1376603448,0,0,0.0,Kombinasjoner av tiltak,0,0
161,162,1,P1,,,,,,,,,Andre,TEK10/TEK17,2996,1223.377572920647,,14.340715,67.26828,False,False,False,False,False,False,0,0,False,0,0,620700.0,100.0,81.0,208950.24022345763,0,0.0,411797.4378324072,0,0,0.0,15.534798081600002,0,0.0,84.0022920072,0,0,0.0,16.6012176904,0,0.0,64.1376603448,0,0,0.0,Kombinasjoner av tiltak,0,0
162,163,1,P1,,,,,,,,,Andre,TEK10/TEK17,11688,4990.919249154089,,14.33938,67.269086,False,False,False,False,False,False,0,0,False,0,0,2421700.0,388.0,315.0,815157.0119264929,0,0.0,1606504.8242273617,0,0,0.0,60.60437916480001,0,0.0,327.7098761616,0,0,0.0,64.7646970512,0,0.0,250.2139432944,0,0,0.0,Kombinasjoner av tiltak,0,0
163,164,1,P1,,,,,,,,,Andre,TEK10/TEK17,5003,1001.277064242673,,14.343579,67.271485,False,False,False,False,False,False,0,0,False,0,0,1036600.0,166.0,135.0,348924.5833905068,0,0.0,687657.7374751447,0,0,0.0,25.9414535388,0,0.0,140.2748554446,0,0,0.0,27.722260382199998,0,0.0,107.1030422914,0,0,0.0,Kombinasjoner av tiltak,0,0
164,165,1,P1,,,,,,,,,Andre,TEK10/TEK17,7004,1401.78846176988,,14.344406,67.271647,False,False,False,False,False,False,0,0,False,0,0,1451200.0,233.0,189.0,488480.46813254233,0,0.0,962693.3426495927,0,0,0.0,36.316997918400006,0,0.0,196.3791899928,0,0,0.0,38.8100563096,0,0.0,149.9399776552,0,0,0.0,Kombinasjoner av tiltak,0,0
165,166,1,P1,,,,,,,,,Andre,TEK10/TEK17,5003,1001.27753076557,,14.345339,67.271729,False,False,False,False,False,False,0,0,False,0,0,1036600.0,166.0,135.0,348924.5833905068,0,0.0,687657.7374751447,0,0,0.0,25.9414535388,0,0.0,140.2748554446,0,0,0.0,27.722260382199998,0,0.0,107.1030422914,0,0,0.0,Kombinasjoner av tiltak,0,0
166,167,1,P1,,,,,,,,,Andre,TEK10/TEK17,500,500.6399096706976,,14.34404,67.27153,False,False,False,False,False,False,0,0,False,0,0,103600.0,17.0,13.0,34871.5354178,0,0.0,68724.5390241,0,0,0.0,2.5925898,0,0.0,14.019074100000001,0,0,0.0,2.7705637000000003,0,0.0,10.7038819,0,0,0.0,Kombinasjoner av tiltak,0,0
167,168,1,P1,,,,,,,,,Andre,TEK10/TEK17,500,500.6369624688205,,14.344868,67.271692,False,False,False,False,False,False,0,0,False,0,0,103600.0,17.0,13.0,34871.5354178,0,0.0,68724.5390241,0,0,0.0,2.5925898,0,0.0,14.019074100000001,0,0,0.0,2.7705637000000003,0,0.0,10.7038819,0,0,0.0,Kombinasjoner av tiltak,0,0
168,169,1,P1,,,,,,,,,Andre,TEK10/TEK17,4901,1226.171140403959,,14.337576,67.267283,False,False,False,False,False,False,0,0,False,0,0,1015400.0,163.0,132.0,341810.7901652756,0,0.0,673637.9315142282,0,0,0.0,25.412565219599998,0,0.0,137.4149643282,0,0,0.0,27.157065387400003,0,0.0,104.9194503838,0,0,0.0,Kombinasjoner av tiltak,0,0
169,170,1,P1,,,,,,,,,Andre,TEK10/TEK17,3028,606.1186264071149,,14.337938,67.268052,False,False,False,False,False,False,0,0,False,0,0,627400.0,101.0,82.0,211182.0184901968,0,0.0,416195.8083299496,0,0,0.0,15.700723828800001,0,0.0,84.8995127496,0,0,0.0,16.778533767200003,0,0.0,64.8227087864,0,0,0.0,Kombinasjoner av tiltak,0,0
170,171,1,P1,,,,,,,,,Andre,TEK10/TEK17,3101,620.7902382214293,,14.336962,67.268473,False,False,False,False,False,False,0,0,False,0,0,642500.0,103.0,84.0,216273.2626611956,0,0.0,426229.5910274682,0,0,0.0,16.079241939600003,0,0.0,86.94629756820001,0,0,0.0,17.1830360674,0,0.0,66.3854755438,0,0,0.0,Kombinasjoner av tiltak,0,0
171,172,1,P1,,,,,,,,,Andre,TEK10/TEK17,2569,642.7656110284404,,14.337934,67.268468,False,False,False,False,False,False,0,0,False,0,0,532300.0,85.0,69.0,179169.94897665636,0,0.0,353106.68150582584,0,0,0.0,13.320726392400001,0,0.0,72.0300027258,0,0,0.0,14.2351562906,0,0.0,54.996545202200004,0,0,0.0,Kombinasjoner av tiltak,0,0
172,173,1,P1,,,,,,,,,Andre,TEK10/TEK17,7505,1501.913314951195,,14.33773,67.2691,False,False,False,False,False,False,0,0,False,0,0,1555000.0,249.0,202.0,523421.746621178,0,0.0,1031555.330751741,0,0,0.0,38.914772898,0,0.0,210.426302241,0,0,0.0,41.586161137000005,0,0.0,160.665267319,0,0,0.0,Kombinasjoner av tiltak,0,0
173,174,1,P1,,,,,,,,,Andre,TEK10/TEK17,6004,1501.918937118438,,14.336611,67.268952,False,False,False,False,False,False,0,0,False,0,0,1244000.0,199.0,162.0,418737.39729694236,0,0.0,825244.2646013928,0,0,0.0,31.1318183184,0,0.0,168.3410417928,0,0,0.0,33.2689289096,0,0.0,128.5322138552,0,0,0.0,Kombinasjoner av tiltak,0,0
174,175,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,1954,488.8786608696494,,14.354052,67.26905,False,False,False,False,False,False,0,0,False,0,0,281100.0,16.0,19.0,202860.7505769484,0,0.0,78229.9421534518,0,0,0.0,9.3127622414,0,0.0,6.9945057682,0,0,0.0,11.495251082,0,0.0,7.3196025182,0,0,0.0,Kombinasjoner av tiltak,0,0
175,176,1,P1,,,,,,,,,Leilighet,Passivhus,2839,710.423223319315,,14.353035,67.269033,False,False,False,False,True,False,0,0,False,0,0,368500.0,24.0,27.0,254814.3740920004,0,0.0,113661.62015028129,0,0,0.0,13.623324765000001,0,0.0,10.1624369887,0,0,0.0,16.6821309332,0,0.0,10.6347756137,0,0,0.0,Kombinasjoner av tiltak,0,0
176,177,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,799,266.3403194658878,,14.351503,67.267238,False,False,False,True,False,True,0,0,False,0,0,32000.0,3.0,3.0,82950.7368019354,0,82950.7368019354,31988.599683013297,0,0,0.0,3.8080332809,0,3.8080332809,2.8600870567,0,0,0.0,4.700463467,0,4.700463467,2.9930206817,0,0,0.0,Kombinasjoner av tiltak,0,0
177,178,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,2643,660.8447156704021,,14.349924,67.26777,False,False,False,False,False,False,0,0,False,0,0,380200.0,22.0,25.0,274391.4860669778,0,0.0,105814.6044583281,0,0,0.0,12.596535621300001,0,0.0,9.4608386619,0,0,0.0,15.548591919000001,0,0.0,9.9005677869,0,0,0.0,Kombinasjoner av tiltak,0,0
178,179,1,P1,,,,,,,,,Leilighet,Passivhus,1622,541.241806551918,,14.400956,67.271881,False,False,False,True,True,True,0,0,False,0,0,64900.0,6.0,6.0,145582.56948827917,0,145582.56948827917,64938.058430347395,0,0,0.0,7.78338597,0,7.78338597,5.8060841126,0,0,0.0,9.530967373600001,0,9.530967373600001,6.0759443626,0,0,0.0,Kombinasjoner av tiltak,0,0
179,180,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,182,91.215549852587,,14.399132,67.273874,False,False,False,False,False,False,0,0,False,0,0,26200.0,2.0,2.0,18894.911261517205,0,0.0,7286.514571099399,0,0,0.0,0.8674118362,0,0.0,0.6514841606,0,0,0.0,1.0706938060000002,0,0.0,0.6817644105999999,0,0,0.0,Kombinasjoner av tiltak,0,0
180,181,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.20514452527851,,14.399291,67.273887,False,False,False,True,False,True,0,0,False,0,0,18200.0,2.0,2.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,0.0,2.1685295905,0,2.1685295905,1.6287104015,0,0,0.0,2.676734515,0,2.676734515,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
181,182,1,P1,,,,,,,,,Leilighet,Passivhus,546,91.24953135238862,,14.404061,67.27313,False,False,False,False,True,False,0,0,False,0,0,70900.0,5.0,5.0,49006.2163628856,0,0.0,21859.5437132982,0,0,0.0,2.6200547100000002,0,0.0,1.9544524818,0,0,0.0,3.2083281048,0,0.0,2.0452932318,0,0,0.0,Kombinasjoner av tiltak,0,0
182,183,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,1822,91.21533720065891,,14.403501,67.27286,False,False,False,False,False,False,0,0,False,0,0,262100.0,15.0,18.0,189156.74900266124,0,0.0,72945.21729968741,0,0,0.0,8.683650360200001,0,0.0,6.5220007726,0,0,0.0,10.718703926000002,0,0.0,6.8251360226,0,0,0.0,Kombinasjoner av tiltak,0,0
183,184,1,P1,,,,,,,,,Leilighet,Passivhus,1572,314.7420354263361,,14.403339,67.273072,False,False,False,False,True,False,0,0,False,0,0,204000.0,13.0,15.0,141094.8207370992,0,0.0,62936.268713012396,0,0,0.0,7.54345422,0,0.0,5.6271049476,0,0,0.0,9.2371644336,0,0.0,5.888646447599999,0,0,0.0,Kombinasjoner av tiltak,0,0
184,185,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.21407397293251,,14.411282,67.275645,False,False,False,True,False,True,0,0,False,0,0,32800.0,3.0,3.0,85130.91887057199,0,85130.91887057199,32829.351364294,0,0,0.0,3.908119262,0,3.908119262,2.935258306,0,0,0.0,4.82400506,0,4.82400506,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
185,186,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.2685939520514,,14.411203,67.275702,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
186,187,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.2252442127365,,14.411317,67.275583,False,False,False,True,True,True,0,0,False,0,0,32800.0,3.0,3.0,73599.079519352,0,73599.079519352,32829.351364294,0,0,0.0,3.9348807,0,3.9348807,2.935258306,0,0,0.0,4.8183682160000005,0,4.8183682160000005,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
187,188,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.2258736663282,,14.408736,67.274008,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
188,189,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,819,91.19159965812568,,14.407681,67.273473,False,False,False,False,False,False,0,0,False,0,0,117800.0,7.0,8.0,85027.10067682741,0,0.0,32789.3155699473,0,0,0.0,3.9033532629,0,0.0,2.9316787227,0,0,0.0,4.8181221270000005,0,0.0,3.0679398477,0,0,0.0,Kombinasjoner av tiltak,0,0
189,190,1,P1,,,,,,,,,Leilighet,Passivhus,451,150.6532679289694,,14.408438,67.273166,False,False,False,False,True,False,0,0,False,0,0,58500.0,4.0,4.0,40479.4937356436,0,0.0,18056.1432503617,0,0,0.0,2.1641843850000004,0,0.0,1.6143920683,0,0,0.0,2.6501025188000003,0,0.0,1.6894271933,0,0,0.0,Kombinasjoner av tiltak,0,0
190,191,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.19371250486553,,14.407931,67.273301,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
191,192,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.21344280400243,,14.407896,67.273362,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0.0,18216.286427748502,0,0,0.0,2.183378925,0,0.0,1.6287104015,0,0,0.0,2.673606754,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
192,193,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.26805096404435,,14.40877,67.273946,False,False,False,True,False,True,0,0,False,0,0,32800.0,3.0,3.0,85130.91887057199,0,85130.91887057199,32829.351364294,0,0,0.0,3.908119262,0,3.908119262,2.935258306,0,0,0.0,4.82400506,0,4.82400506,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
193,194,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.26805093337535,,14.408805,67.273885,False,False,False,True,False,True,0,0,False,0,0,32800.0,3.0,3.0,85130.91887057199,0,85130.91887057199,32829.351364294,0,0,0.0,3.908119262,0,3.908119262,2.935258306,0,0,0.0,4.82400506,0,4.82400506,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
194,195,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.2134692941132,,14.407647,67.273534,False,True,False,True,False,True,0,0,False,0,0,22200.0,-4.0,-4.0,85130.91887057199,0,85130.91887057199,32829.351364294,0,0,10610.924115078677,3.908119262,0,3.908119262,2.935258306,0,0,6.7556137755551395,4.82400506,0,4.82400506,3.071685806,0,0,6.711716563749593,Kombinasjoner av tiltak,0,0
195,196,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.19246805081733,,14.407862,67.273424,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
196,197,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.21475035103491,,14.406476,67.273763,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
197,198,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.20764138744966,,14.406635,67.273776,False,True,False,False,False,False,0,0,False,0,0,54800.0,-3.0,-2.0,47237.278153793,0,0.0,18216.286427748502,0,0,10610.246150784202,2.1685295905,0,0.0,1.6287104015,0,0,6.755182138793118,2.676734515,0,0.0,1.7044110264999999,0,0,6.711287731714276,Kombinasjoner av tiltak,0,0
198,199,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.21541918552882,,14.406126,67.273793,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
199,200,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.20706700639452,,14.406285,67.273806,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
200,201,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.2258846187172,,14.408632,67.274192,False,True,False,True,False,True,0,0,False,0,0,7600.0,-5.0,-5.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,10612.368398124338,2.1685295905,0,2.1685295905,1.6287104015,0,0,6.756533301350747,2.676734515,0,2.676734515,1.7044110264999999,0,0,6.712630114570913,Kombinasjoner av tiltak,0,0
201,202,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.26686472577867,,14.408814,67.274143,False,True,False,False,False,False,0,0,False,0,0,54800.0,-3.0,-2.0,47237.278153793,0,0.0,18216.286427748502,0,0,10617.135641488967,2.1685295905,0,0.0,1.6287104015,0,0,6.759568442738644,2.676734515,0,0.0,1.7044110264999999,0,0,6.715645533954445,Kombinasjoner av tiltak,0,0
202,203,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.2668538561565,,14.408849,67.274082,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
203,204,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.2662678736252,,14.408598,67.274254,False,True,False,True,False,True,0,0,False,0,0,7600.0,-5.0,-5.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,10617.066209277278,2.1685295905,0,2.1685295905,1.6287104015,0,0,6.759524237615637,2.676734515,0,2.676734515,1.7044110264999999,0,0,6.715601616071312,Kombinasjoner av tiltak,0,0
204,205,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.22539768873641,,14.407589,67.273911,False,False,False,True,False,True,0,0,False,0,0,18200.0,2.0,2.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,0.0,2.1685295905,0,2.1685295905,1.6287104015,0,0,0.0,2.676734515,0,2.676734515,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
205,206,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.26725007961677,,14.407624,67.27385,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
206,207,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.26710829081411,,14.407659,67.273788,False,True,False,False,True,False,0,0,False,0,0,48400.0,-3.0,-2.0,40838.513635738,0,0.0,18216.286427748502,0,0,10617.163975573041,2.183378925,0,0.0,1.6287104015,0,0,6.759586482084382,2.673606754,0,0.0,1.7044110264999999,0,0,6.715663456082562,Kombinasjoner av tiltak,0,0
207,208,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.26739186428678,,14.407373,67.274022,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
208,209,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.26725007961677,,14.407407,67.27396,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
209,210,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,838,419.6791301609331,,14.408248,67.273967,False,False,False,False,False,False,0,0,False,0,0,120500.0,7.0,8.0,86999.6463579748,0,0.0,33549.995662534595,0,0,0.0,3.9939072458,0,0.0,2.9996908054,0,0,0.0,4.929897854000001,0,0.0,3.1391130553999997,0,0,0.0,Kombinasjoner av tiltak,0,0
210,211,1,P1,,,,,,,,,Leilighet,Passivhus,819,91.19305575072207,,14.411597,67.274284,False,False,False,True,True,True,0,0,False,0,0,32800.0,3.0,3.0,73509.3245443284,0,73509.3245443284,32789.3155699473,0,0,0.0,3.930082065,0,3.930082065,2.9316787227,0,0,0.0,4.8124921572,0,4.8124921572,3.0679398477,0,0,0.0,Kombinasjoner av tiltak,0,0
211,212,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.21507487499464,,14.411438,67.274271,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0.0,32829.351364294,0,0,0.0,3.9348807,0,0.0,2.935258306,0,0,0.0,4.8183682160000005,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
212,213,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.21434956122683,,14.411279,67.274258,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
213,214,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.21368005290806,,14.411121,67.274244,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
214,215,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.19284965107212,,14.410962,67.274231,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
215,216,1,P1,,,,,,,,,Leilighet,Passivhus,819,91.19267256215085,,14.410835,67.274162,False,False,False,True,True,True,0,0,False,0,0,32800.0,3.0,3.0,73509.3245443284,0,73509.3245443284,32789.3155699473,0,0,0.0,3.930082065,0,3.930082065,2.9316787227,0,0,0.0,4.8124921572,0,4.8124921572,3.0679398477,0,0,0.0,Kombinasjoner av tiltak,0,0
216,217,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.21388618954333,,14.410676,67.274148,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
217,218,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.21257174391042,,14.410485,67.274192,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
